query_index,num_positives,ru_top1,ru_correct@1,ru_first_positive_rank,ru_positive_negative_margin,aligned_semantic_top1,aligned_semantic_correct@1,aligned_semantic_first_positive_rank,aligned_semantic_positive_negative_margin,wrong_layout_top1,wrong_layout_correct@1,wrong_layout_first_positive_rank,wrong_layout_positive_negative_margin,shuffled_teacher_top1,shuffled_teacher_correct@1,shuffled_teacher_first_positive_rank,shuffled_teacher_positive_negative_margin
192,9,4678,0,4,-0.0050799548625946045,15846,0,4559,-0.34089064598083496,15819,0,2971,-0.6477962732315063,10531,0,286,-0.18074923753738403
193,1,4693,1,1,0.16962844133377075,9004,0,961,-0.32019972801208496,15356,0,7559,-0.390631765127182,15789,0,54,-0.20085185766220093
194,9,4704,1,1,0.31996533274650574,4704,1,1,0.34781455993652344,1505,0,2643,-0.4060904383659363,4704,1,1,0.4505103528499603
195,8,4728,1,1,0.19333642721176147,4730,0,2,-0.0003439784049987793,18636,0,2761,-0.5944014191627502,4728,1,1,0.0938982367515564
196,11,4743,1,1,0.15026330947875977,4742,1,1,0.12572842836380005,12663,0,2050,-0.5655131340026855,7634,0,4,-0.05109518766403198
197,20,4758,1,1,0.14300771057605743,1964,0,21,-0.10380613803863525,13814,0,2299,-0.29452434182167053,1971,0,8,-0.08726537227630615
198,11,4795,1,1,0.3307315707206726,4794,1,1,0.19327068328857422,11121,0,638,-0.43169304728507996,4795,1,1,0.04063427448272705
199,9,4806,1,1,0.40697211027145386,4806,1,1,0.1868094503879547,6874,0,710,-0.5091580748558044,4806,1,1,0.2618597149848938
200,4,4839,1,1,0.12029322981834412,12703,0,1223,-0.2748115062713623,2395,0,3011,-0.4536840617656708,120,0,900,-0.2586275041103363
201,7,4861,1,1,0.026904404163360596,9263,0,182,-0.12836739420890808,13615,0,8069,-0.710437536239624,4180,0,1895,-0.22787392139434814
202,7,4867,1,1,0.13611719012260437,4867,1,1,0.008435457944869995,5091,0,1683,-0.4125722646713257,3283,0,15,-0.07779404520988464
203,5,4880,1,1,0.3318151831626892,4880,1,1,0.08360499143600464,5149,0,226,-0.3730282783508301,4880,1,1,0.04287433624267578
204,4,7056,0,10811,-0.2447769194841385,7071,0,13969,-0.7951114177703857,8140,0,3801,-0.5278918743133545,4466,0,9017,-0.5627629160881042
205,7,4904,1,1,0.36809319257736206,4905,1,1,0.07239276170730591,1884,0,6727,-0.6312991380691528,4904,1,1,0.14942777156829834
206,23,4951,1,1,0.06227511167526245,4961,1,1,0.026634037494659424,11346,0,84,-0.22113007307052612,4961,1,1,0.05938279628753662
207,11,5000,1,1,0.2512654960155487,5000,1,1,0.17879796028137207,12404,0,1614,-0.429742693901062,5000,1,1,0.21324476599693298
208,9,5024,1,1,0.07556965947151184,5024,1,1,0.13129562139511108,8865,0,380,-0.30056679248809814,5033,0,3,-0.06188243627548218
209,2,6047,0,10372,-0.20244476199150085,15035,0,2198,-0.2825804650783539,9299,0,2125,-0.48173949122428894,5771,0,12943,-0.3226790428161621
210,4,5068,1,1,0.3179912269115448,5068,1,1,0.15651345252990723,3361,0,1320,-0.461274653673172,5068,1,1,0.08071458339691162
211,8,5078,1,1,0.113584965467453,5088,1,1,0.19003283977508545,10223,0,3356,-0.43380874395370483,5088,1,1,0.2492101788520813
212,11,5106,1,1,0.20900288224220276,5106,1,1,0.11361509561538696,1438,0,762,-0.3452693223953247,5106,1,1,0.035754621028900146
213,13,5117,1,1,0.08168324828147888,5116,1,1,0.04676300287246704,10266,0,2003,-0.4900313913822174,5117,1,1,0.07355809211730957
214,12,5120,1,1,0.0013941824436187744,5120,1,1,0.03280651569366455,3582,0,1247,-0.29925912618637085,5120,1,1,0.038624107837677
215,30,5164,1,1,0.14034436643123627,1438,0,3,-0.06612277030944824,6208,0,762,-0.46552836894989014,4751,0,8,-0.0488455593585968
216,13,5198,1,1,0.09326490759849548,5217,0,13,-0.07353821396827698,4542,0,753,-0.3316624164581299,5217,0,70,-0.2857140898704529
217,12,5228,1,1,0.2854742705821991,5228,1,1,0.12625068426132202,10982,0,3628,-0.586778998374939,5228,1,1,0.09458673000335693
218,30,5286,1,1,0.13650423288345337,7864,0,15,-0.18247997760772705,10265,0,835,-0.3563055694103241,6322,0,17,-0.11982676386833191
219,46,5306,1,1,0.23464736342430115,5328,1,1,0.17891061305999756,3297,0,470,-0.22379666566848755,5328,1,1,0.12620463967323303
220,16,5401,1,1,0.1508738398551941,1092,0,81,-0.15766316652297974,13261,0,523,-0.5318178534507751,9191,0,24,-0.05853396654129028
221,7,5421,1,1,0.2694771885871887,5420,1,1,0.14736658334732056,2265,0,1450,-0.5743403434753418,5420,1,1,0.1773185431957245
222,19,5444,1,1,0.00950932502746582,2829,0,260,-0.26104024052619934,15051,0,170,-0.27023833990097046,2829,0,621,-0.269782155752182
223,16,5450,1,1,0.03938297927379608,8551,0,371,-0.2079489529132843,12506,0,424,-0.22132307291030884,9294,0,760,-0.329090416431427
224,29,5466,1,1,0.12846139073371887,5467,1,1,0.05857229232788086,16463,0,129,-0.23389965295791626,5466,1,1,0.06612512469291687
225,7,5547,1,1,0.3540279269218445,5547,1,1,0.1779106855392456,7363,0,4342,-0.5316826701164246,5547,1,1,0.19056683778762817
226,5,5569,1,1,0.18619000911712646,5569,1,1,0.00768280029296875,1012,0,91,-0.2367129921913147,8595,0,19,-0.0674140453338623
227,4,5591,1,1,0.2552289664745331,10764,0,25,-0.08376127481460571,821,0,1744,-0.3848673403263092,10652,0,67,-0.12499129772186279
228,2,5607,1,1,0.004149526357650757,5607,1,1,0.002482771873474121,6951,0,3205,-0.4564359188079834,3825,0,14,-0.15677514672279358
229,56,5615,1,1,0.14318311214447021,5756,1,1,0.061850547790527344,6326,0,68,-0.14570266008377075,5752,0,2,-0.016729652881622314
230,57,5742,1,1,0.02239939570426941,4985,0,61,-0.13256675004959106,13685,0,162,-0.4037109315395355,8654,0,233,-0.20929640531539917
231,3,5772,1,1,0.032289326190948486,5774,0,7,-0.06325507164001465,11528,0,637,-0.3701171278953552,5767,0,40,-0.20031139254570007
232,2,5784,1,1,0.20696675777435303,5787,0,2,-0.008003830909729004,4117,0,5840,-0.5255811214447021,5783,1,1,0.20306918025016785
233,5,5791,1,1,0.18169650435447693,5792,1,1,0.21194016933441162,18543,0,363,-0.2834409475326538,5792,1,1,0.2317357063293457
234,5,5801,1,1,0.14275747537612915,11386,0,40,-0.13959097862243652,4477,0,1143,-0.5782971382141113,11386,0,48,-0.18748623132705688
235,5,5818,1,1,0.29879358410835266,5818,1,1,0.22777605056762695,15110,0,5233,-0.5737755298614502,5818,1,1,0.15754809975624084
236,6,5837,1,1,0.12469810247421265,6145,0,2,-0.008906781673431396,1821,0,941,-0.2871400713920593,11347,0,895,-0.3511797785758972
237,6,7111,0,1343,-0.06638149172067642,9468,0,624,-0.24304276704788208,17748,0,494,-0.251100093126297,4956,0,266,-0.1513550728559494
238,10,5857,1,1,0.37828415632247925,5856,1,1,0.19569873809814453,13863,0,482,-0.5030348300933838,5856,1,1,0.16643428802490234
239,8,5867,1,1,0.07244706153869629,10432,0,374,-0.29130905866622925,16961,0,602,-0.291681706905365,4154,0,425,-0.24349021911621094
240,3,5884,1,1,0.023111164569854736,5876,0,5,-0.12254935503005981,17614,0,2882,-0.4379729926586151,5882,0,9,-0.19964072108268738
241,21,6593,0,30,-0.0806904211640358,8435,0,334,-0.1977384090423584,18308,0,1721,-0.41231945157051086,6416,0,126,-0.12653350830078125
242,18,6025,0,2,-0.053232342004776,18578,0,15,-0.09096133708953857,5671,0,2322,-0.39269179105758667,18582,0,3,-0.08229866623878479
243,10,6066,1,1,0.12562796473503113,6066,1,1,0.011585384607315063,8349,0,278,-0.3216322660446167,7109,0,4,-0.08087480068206787
244,11,6099,1,1,0.346189022064209,6099,1,1,0.12205523252487183,11429,0,526,-0.48350486159324646,6099,1,1,0.19894886016845703
245,16,6114,1,1,0.3190920352935791,6118,1,1,0.003273189067840576,409,0,592,-0.25038009881973267,6117,1,1,0.024942457675933838
246,3,6126,1,1,0.07589453458786011,6126,1,1,0.04535394906997681,16044,0,8816,-0.6672978401184082,6124,0,3,-0.019694805145263672
247,2,6136,1,1,0.05776876211166382,6135,1,1,0.03096461296081543,16630,0,15098,-0.7505296468734741,6134,0,2,-0.040177345275878906
248,6,6153,1,1,0.1552692949771881,8604,0,3,-0.07519978284835815,2524,0,228,-0.2900477349758148,8718,0,29,-0.15676617622375488
249,14,6194,0,2,-0.03093189001083374,6181,1,1,0.06696736812591553,10164,0,2630,-0.3668985962867737,6192,1,1,0.0578494668006897
250,6,6216,1,1,0.10152533650398254,3459,0,44,-0.10690787434577942,15128,0,4729,-0.418884813785553,15521,0,194,-0.1510518193244934
251,10,6236,1,1,0.15188270807266235,6236,1,1,0.043487727642059326,11548,0,2176,-0.3431348204612732,7908,0,3,-0.03495556116104126
252,6,6263,1,1,0.2119034230709076,6264,1,1,0.16012781858444214,14435,0,3146,-0.4496001899242401,6264,1,1,0.12191545963287354
253,7,6287,1,1,0.2474101185798645,10719,0,2,-0.01421421766281128,13211,0,1205,-0.3345966041088104,9279,0,8,-0.10796242952346802
254,8,6309,1,1,0.07666164636611938,4152,0,2,-0.025943994522094727,10065,0,3452,-0.510934591293335,4152,0,2,-0.06738889217376709
255,8,8874,0,69,-0.060346513986587524,8866,0,257,-0.2174968719482422,7677,0,1989,-0.6053578853607178,8866,0,862,-0.304843008518219
256,5,6350,1,1,0.1898755133152008,6350,1,1,0.06616479158401489,13092,0,248,-0.16188976168632507,10351,0,2,-0.04377853870391846
257,7,6363,1,1,0.0008114874362945557,8064,0,2,-0.009598225355148315,12650,0,4475,-0.479783296585083,8068,0,27,-0.1336987316608429
258,13,6371,1,1,0.014148890972137451,5976,0,4,-0.1411961317062378,16474,0,1886,-0.3159533143043518,6377,1,1,0.09867465496063232
259,13,6383,1,1,0.2646937370300293,13865,0,5,-0.0871049165725708,13565,0,2663,-0.3895692229270935,6383,1,1,0.021682679653167725
260,21,6460,1,1,0.21438975632190704,5871,0,2,-0.0009258389472961426,2589,0,541,-0.4631916284561157,6460,1,1,0.10249635577201843
261,9,6492,1,1,0.35483434796333313,6492,1,1,0.26620376110076904,3866,0,2182,-0.33861857652664185,6491,1,1,0.14321720600128174
262,8,6508,1,1,0.2228686809539795,6507,1,1,0.06538534164428711,3203,0,10,-0.07082390785217285,4252,0,12,-0.14769279956817627
263,5,6514,1,1,0.36702314019203186,6501,0,5,-0.06496155261993408,471,0,2630,-0.46265581250190735,6501,0,6,-0.11469918489456177
264,5,6523,1,1,0.25721362233161926,8179,0,20,-0.07408219575881958,8710,0,12326,-0.48464688658714294,10744,0,6,-0.05686354637145996
265,6,6529,1,1,0.22474375367164612,6531,1,1,0.06823283433914185,15204,0,963,-0.35452187061309814,6531,1,1,0.06318747997283936
266,6,6536,1,1,0.21265137195587158,8408,0,15,-0.14821657538414001,14133,0,375,-0.27475857734680176,8410,0,6,-0.059676915407180786
267,13,6543,1,1,0.037239283323287964,6542,1,1,0.0026649832725524902,1484,0,163,-0.22364819049835205,6541,0,2,-0.04969930648803711
268,15,6551,1,1,0.04249370098114014,6355,0,19,-0.07609701156616211,17928,0,3889,-0.4784703850746155,2868,0,7,-0.05682292580604553
269,28,6616,1,1,0.35483360290527344,6464,0,31,-0.26883354783058167,3019,0,322,-0.3846297860145569,6463,0,368,-0.32398325204849243
270,8,6620,1,1,0.02761852741241455,1142,0,1490,-0.32076433300971985,10024,0,578,-0.6513450741767883,1142,0,55,-0.21867042779922485
271,15,6636,1,1,0.042804449796676636,6466,0,57,-0.10418549180030823,351,0,1089,-0.32588785886764526,6469,0,11,-0.08746731281280518
272,7,6643,1,1,0.1320984959602356,6643,1,1,0.26397839188575745,7954,0,6403,-0.5141457319259644,6643,1,1,0.28783470392227173
273,8,6677,1,1,0.053455889225006104,6678,0,2,-0.007181525230407715,3128,0,2430,-0.43348756432533264,6677,1,1,0.12741827964782715
274,4,6750,1,1,0.09944760799407959,6752,0,7,-0.03335994482040405,18324,0,12038,-0.4930277168750763,6752,0,3,-0.014346778392791748
275,6,6771,1,1,0.39684629440307617,6771,1,1,0.022861838340759277,12305,0,7278,-0.5775421261787415,6770,1,1,0.009811222553253174
276,3,6775,1,1,0.03547891974449158,17878,0,289,-0.18950968980789185,5747,0,2999,-0.4384056627750397,15005,0,18,-0.13483572006225586
277,12,6802,1,1,0.13897687196731567,11729,0,30,-0.14661163091659546,18736,0,2049,-0.40272098779678345,6518,0,22,-0.0923890769481659
278,2,6857,1,1,0.15739181637763977,6857,1,1,0.11444723606109619,3989,0,1393,-0.3077720105648041,7864,0,8,-0.08127915859222412
279,2,6864,1,1,0.013432472944259644,3569,0,10,-0.07402265071868896,10643,0,5038,-0.33570393919944763,3571,0,25,-0.17531725764274597
280,3,6871,1,1,0.2294444441795349,6871,1,1,0.05750119686126709,15788,0,6841,-0.5171321630477905,10410,0,28,-0.10283142328262329
281,5,6879,1,1,0.2989785671234131,6879,1,1,0.24279576539993286,18869,0,2347,-0.3924413323402405,6879,1,1,0.12885069847106934
282,14,6893,1,1,0.23977933824062347,4609,0,2,-0.055870115756988525,16152,0,3556,-0.4005354046821594,1407,0,2,-0.011351168155670166
283,7,6909,1,1,0.1723293960094452,6906,0,2,-0.0013398528099060059,12250,0,1915,-0.1985270082950592,6909,1,1,0.09139186143875122
284,5,6945,1,1,0.07337513566017151,8771,0,153,-0.19280362129211426,14421,0,101,-0.2943944036960602,688,0,13,-0.12156420946121216
285,13,6996,1,1,0.1497497856616974,6995,1,1,0.035024166107177734,1355,0,370,-0.3517468571662903,15780,0,4,-0.023868650197982788
286,9,7014,1,1,0.25328123569488525,7014,1,1,0.10312342643737793,14564,0,1672,-0.24903443455696106,7014,1,1,0.19272774457931519
287,1,7037,0,6,-0.1294221580028534,7036,0,57,-0.29508668184280396,8111,0,8340,-0.5800057053565979,5907,0,196,-0.2293243408203125
288,3,7044,1,1,0.01914086937904358,7755,0,6,-0.05429151654243469,16697,0,1175,-0.3243482708930969,7737,0,5,-0.049987614154815674
289,2,7750,0,10,-0.15082022547721863,7049,0,148,-0.20086324214935303,9855,0,8168,-0.6381062865257263,7049,0,1300,-0.23085848987102509
290,8,7067,1,1,0.044581472873687744,17325,0,389,-0.259587824344635,15204,0,104,-0.33684423565864563,7064,1,1,0.03683650493621826
291,19,7091,1,1,0.25536543130874634,3426,0,3,-0.021984070539474487,17711,0,671,-0.3687377870082855,6902,0,2,-0.07760822772979736
292,1,7109,1,1,0.13379046320915222,6063,0,9,-0.12463212013244629,15329,0,16618,-0.7145165801048279,7109,1,1,0.09443819522857666
293,22,7130,1,1,0.6599298715591431,7130,1,1,0.24340203404426575,15022,0,341,-0.2697618007659912,7129,1,1,0.12404075264930725
294,27,7160,1,1,0.013995587825775146,6038,0,80,-0.3016658425331116,18037,0,711,-0.39173805713653564,6059,0,78,-0.20110756158828735
295,5,7178,1,1,0.16420885920524597,12274,0,964,-0.2617986798286438,14789,0,2676,-0.5087025165557861,7360,0,166,-0.18189644813537598
296,35,7213,1,1,0.25723427534103394,7213,1,1,0.09916836023330688,15224,0,296,-0.24158290028572083,8024,0,2,-0.010675758123397827
297,17,7312,1,1,0.013982906937599182,4116,0,131,-0.19426697492599487,7526,0,2079,-0.4365285634994507,4116,0,676,-0.256661057472229
298,5,7371,1,1,0.4127320647239685,7369,1,1,0.1144639253616333,10648,0,919,-0.38623106479644775,7370,1,1,0.010880827903747559
299,8,7378,1,1,0.42318037152290344,7378,1,1,0.30960601568222046,7162,0,349,-0.2740206718444824,7378,1,1,0.14098450541496277
300,5,7385,1,1,0.09758618474006653,7386,1,1,0.22074604034423828,16026,0,3178,-0.6135468482971191,7386,1,1,0.1500798463821411
301,7,7397,1,1,0.12487034499645233,1403,0,255,-0.21750116348266602,13647,0,2200,-0.4480431079864502,1403,0,534,-0.3021082878112793
302,11,7401,1,1,0.0925411581993103,7400,0,4,-0.06936585903167725,14377,0,384,-0.2915889024734497,7402,1,1,0.03042733669281006
303,14,7425,1,1,0.4043356478214264,7425,1,1,0.2890559434890747,5296,0,3204,-0.3342272639274597,7425,1,1,0.2844540476799011
304,13,7474,1,1,0.1963401436805725,8325,0,4,-0.06352293491363525,11671,0,3496,-0.6413558721542358,8325,0,3,-0.005067676305770874
305,5,7490,1,1,0.03270679712295532,18366,0,71,-0.10832664370536804,8852,0,3440,-0.3697620630264282,11302,0,373,-0.14680981636047363
306,4,7505,1,1,0.10645899176597595,2955,0,62,-0.21214663982391357,15409,0,17052,-0.8553632497787476,2955,0,230,-0.2989957332611084
307,7,7513,1,1,0.11569400131702423,12573,0,2945,-0.4230298399925232,15698,0,6320,-0.45943889021873474,12573,0,2090,-0.4210498332977295
308,10,7520,1,1,0.1428123414516449,7520,1,1,0.024791061878204346,12990,0,3108,-0.4414113461971283,3969,0,2,-0.07162779569625854
309,8,7541,1,1,0.1030585765838623,7529,1,1,0.0061064958572387695,808,0,530,-0.42212527990341187,7530,1,1,0.09358859062194824
310,19,7566,1,1,0.09096750617027283,7561,1,1,0.07675760984420776,3856,0,722,-0.36379724740982056,2200,0,2,-0.02370274066925049
311,18,7631,1,1,0.07912182807922363,7615,1,1,0.00893247127532959,14297,0,725,-0.49303045868873596,7615,1,1,0.01275855302810669
312,2,17402,0,1129,-0.11491811275482178,7035,0,451,-0.29848551750183105,17357,0,14040,-0.49799036979675293,678,0,760,-0.3298770785331726
313,6,7655,1,1,0.029146358370780945,9809,0,1023,-0.29743123054504395,11403,0,6908,-0.374406635761261,17119,0,5742,-0.35196757316589355
314,24,7722,1,1,0.14199402928352356,7719,1,1,0.03279954195022583,5059,0,1472,-0.43856269121170044,17721,0,18,-0.15890738368034363
315,2,7754,0,18,-0.14203065633773804,13258,0,147,-0.22712412476539612,848,0,3400,-0.6729164719581604,7693,0,2,-0.005045711994171143
316,9,7770,1,1,0.4479439854621887,7770,1,1,0.09726527333259583,2745,0,1306,-0.5996763706207275,7770,1,1,0.16066157817840576
317,11,7774,1,1,0.5048661231994629,7774,1,1,0.3208391070365906,2564,0,459,-0.25243163108825684,7774,1,1,0.37213438749313354
318,27,7815,1,1,0.08947885036468506,7816,1,1,0.11555886268615723,8996,0,105,-0.3412557542324066,5061,0,4,-0.04572361707687378
319,25,7938,1,1,0.17863261699676514,7938,1,1,0.009242892265319824,12041,0,733,-0.5105881094932556,12857,0,2,-0.01372826099395752
320,14,7963,1,1,0.2913256883621216,7963,1,1,0.04232311248779297,13456,0,150,-0.3653964400291443,7963,1,1,0.06546980142593384
321,4,8054,1,1,0.13467875123023987,6035,0,92,-0.25680631399154663,4082,0,5613,-0.49733102321624756,6035,0,849,-0.41212713718414307
322,23,8071,1,1,0.03352281451225281,6066,0,6,-0.12131345272064209,15941,0,1240,-0.5501072406768799,6066,0,12,-0.14143747091293335
323,34,8137,1,1,0.31889235973358154,8113,1,1,0.06611776351928711,6629,0,230,-0.37764772772789,8137,1,1,0.007307291030883789
324,7,8180,1,1,0.13298878073692322,8755,0,76,-0.16786813735961914,13336,0,607,-0.3316497504711151,11458,0,15,-0.14436334371566772
325,10,8188,1,1,0.01884828507900238,11971,0,265,-0.20866602659225464,18396,0,639,-0.32280677556991577,8554,0,795,-0.2261473536491394
326,5,8196,1,1,0.09174075722694397,8196,1,1,0.13619321584701538,3974,0,3462,-0.42412203550338745,8196,1,1,0.1394166648387909
327,5,8209,1,1,0.3445506989955902,8209,1,1,0.02823445200920105,4547,0,2255,-0.3297930359840393,8207,1,1,0.16012051701545715
328,2,8218,1,1,0.10011470317840576,1506,0,3154,-0.3474786579608917,5010,0,3310,-0.3415304124355316,4124,0,6293,-0.34705641865730286
329,5,8227,1,1,0.4443128705024719,8227,1,1,0.15069299936294556,11246,0,2801,-0.6425676345825195,8226,1,1,0.016509592533111572
330,13,8235,1,1,0.10325995087623596,8246,1,1,0.04403108358383179,13929,0,1225,-0.3618292808532715,8242,0,7,-0.0936715304851532
331,7,8262,1,1,0.062129512429237366,8262,1,1,0.13763892650604248,1376,0,6805,-0.5382987260818481,1160,0,24,-0.1194714605808258
332,5,8272,1,1,0.2468346357345581,8271,1,1,0.14249375462532043,8648,0,2632,-0.34199193120002747,12559,0,2,-0.0002573728561401367
333,5,8291,1,1,0.2313377559185028,8292,1,1,0.03171747922897339,9521,0,13004,-0.6955234408378601,8291,1,1,0.004832923412322998
334,12,8316,1,1,0.4120826721191406,8316,1,1,0.16642045974731445,17826,0,192,-0.4408907890319824,8316,1,1,0.08747842907905579
335,6,5537,0,3,-0.009578421711921692,9607,0,263,-0.21665802597999573,7887,0,1074,-0.34285664558410645,9607,0,1906,-0.30249375104904175
336,7,8339,0,2,-0.03101038932800293,8340,1,1,0.07001662254333496,6072,0,332,-0.32900357246398926,8340,1,1,0.04670095443725586
337,4,8382,1,1,0.031069695949554443,11924,0,4,-0.03750121593475342,3367,0,3313,-0.534695565700531,11924,0,9,-0.09509652853012085
338,9,5263,0,97,-0.065878726541996,698,0,897,-0.27046316862106323,9548,0,310,-0.2970302402973175,13736,0,666,-0.2607446312904358
339,14,10320,0,15,-0.01912686973810196,16784,0,264,-0.1432199776172638,16864,0,80,-0.3629228472709656,16777,0,4,-0.020241618156433105
340,8,8469,1,1,0.01856142282485962,8458,0,6,-0.03626668453216553,521,0,3277,-0.38108015060424805,8460,0,5,-0.09486886858940125
341,6,8508,1,1,0.4898001551628113,8508,1,1,0.09916907548904419,10796,0,1988,-0.5486318469047546,8508,1,1,0.030850112438201904
342,4,8515,1,1,0.369912713766098,13330,0,14,-0.0763494074344635,6593,0,6237,-0.42121511697769165,8515,1,1,0.00438043475151062
343,6,8526,1,1,0.41098159551620483,8526,1,1,0.08301997184753418,13425,0,546,-0.31759384274482727,8527,1,1,0.0813305675983429
344,16,8534,1,1,0.1474497765302658,9362,0,62,-0.2628110647201538,10831,0,1011,-0.7461825609207153,9364,0,229,-0.2511080205440521
345,15,8547,1,1,0.1077294796705246,11415,0,345,-0.2510445713996887,14787,0,1571,-0.3221181631088257,6275,0,600,-0.27402275800704956
346,9,8558,1,1,0.3016151785850525,8558,1,1,0.10512083768844604,6903,0,3091,-0.41992878913879395,8558,1,1,0.033023715019226074
347,4,8567,1,1,0.2545729875564575,8567,1,1,0.009976029396057129,1160,0,2253,-0.3500899076461792,12302,0,3,-0.031897008419036865
348,12,8573,1,1,0.21977496147155762,6915,0,11,-0.05294167995452881,16150,0,961,-0.4325905740261078,9347,0,8,-0.10533776879310608
349,7,8602,1,1,0.28762614727020264,6262,0,2,-0.020887792110443115,7716,0,177,-0.14999699592590332,11222,0,4,-0.027006864547729492
350,9,8622,1,1,0.23495808243751526,8622,1,1,0.27321070432662964,8233,0,656,-0.24416032433509827,8622,1,1,0.17141497135162354
351,2,8634,1,1,0.10683086514472961,12124,0,21,-0.07810497283935547,16368,0,10648,-0.5688039064407349,8634,1,1,0.051803797483444214
352,16,1376,0,6,-0.016881637275218964,11282,0,750,-0.26095646619796753,8276,0,333,-0.2731345295906067,12338,0,539,-0.16213755309581757
353,9,8673,1,1,0.08486184477806091,8671,0,4,-0.04108530282974243,4115,0,17,-0.1921404004096985,8700,0,2,-0.0019690394401550293
354,16,8737,1,1,0.24162635207176208,8738,1,1,0.12111526727676392,2770,0,523,-0.3521483838558197,11333,0,2,-0.0366402268409729
355,12,8784,1,1,0.04440253973007202,8779,1,1,0.04526078701019287,15148,0,2125,-0.4121650457382202,8785,1,1,0.0470430850982666
356,18,8794,1,1,0.17669463157653809,2947,0,4,-0.01663970947265625,686,0,93,-0.20411130785942078,18173,0,8,-0.05347239971160889
357,5,8807,1,1,0.23065586388111115,8807,1,1,0.008367002010345459,3016,0,3479,-0.32204103469848633,6186,0,46,-0.13338637351989746
358,5,8812,1,1,0.2401856631040573,8814,1,1,0.08065766096115112,14747,0,5686,-0.5062265992164612,6173,0,7,-0.11404436826705933
359,20,8836,1,1,0.11094287037849426,17095,0,41,-0.13260376453399658,2805,0,2547,-0.3863563537597656,8849,0,7,-0.07436764240264893
360,23,8898,1,1,0.20365849137306213,8925,1,1,0.05980253219604492,1829,0,1335,-0.5020843744277954,7262,0,11,-0.07510846853256226
361,8,8936,1,1,0.2421991229057312,8936,1,1,0.17123329639434814,9047,0,694,-0.2275967001914978,8936,1,1,0.10755398869514465
362,3,8951,1,1,0.053364187479019165,8389,0,399,-0.24174851179122925,9361,0,15323,-0.6451835036277771,8362,0,549,-0.2157375067472458
363,13,8950,0,27,-0.1848507523536682,4812,0,1417,-0.26069143414497375,12100,0,3127,-0.3769831657409668,6965,0,2249,-0.2883042097091675
364,2,8988,1,1,0.22948503494262695,8988,1,1,0.1491369605064392,8128,0,8314,-0.4766758680343628,8988,1,1,0.07501581311225891
365,10,9009,1,1,0.013085946440696716,27,0,22,-0.08530423045158386,14514,0,586,-0.5282933115959167,38,0,15,-0.07681819796562195
366,16,9048,1,1,0.14622041583061218,12742,0,8,-0.017841756343841553,2080,0,1275,-0.36634141206741333,12624,0,12,-0.08056002855300903
367,14,9123,1,1,0.216526061296463,10583,0,3,-0.013606548309326172,10880,0,648,-0.3459942638874054,4020,0,33,-0.08270615339279175
368,4,9170,1,1,0.0013594478368759155,10027,0,4073,-0.33561980724334717,18690,0,2135,-0.3588474988937378,1160,0,2425,-0.2732003331184387
369,9,9188,1,1,0.1523197591304779,9189,1,1,0.08930021524429321,11600,0,216,-0.3324930667877197,8560,0,2,-0.001888573169708252
370,9,9205,1,1,0.08412858843803406,7017,0,64,-0.12465199828147888,99,0,52,-0.3409655690193176,15440,0,64,-0.1768944263458252
371,7,9221,1,1,0.21394650638103485,2656,0,5,-0.04582732915878296,4516,0,565,-0.2883988618850708,17859,0,26,-0.11307200789451599
372,18,9259,1,1,0.19438675045967102,11433,0,4,-0.04072368144989014,16507,0,1047,-0.27660423517227173,11433,0,6,-0.026844680309295654
373,3,9268,0,3,-0.09085583686828613,10115,0,15,-0.13401848077774048,5393,0,10757,-0.7365385293960571,10115,0,4,-0.08235573768615723
374,19,9275,1,1,0.2784741520881653,9258,0,2,-0.050341904163360596,2277,0,1734,-0.4444710910320282,9258,0,2,-0.07922667264938354
375,13,9299,1,1,0.09760081768035889,9944,0,241,-0.19678997993469238,8661,0,807,-0.4103999137878418,11450,0,366,-0.2306877076625824
376,5,9306,1,1,0.38060230016708374,12026,0,3,-0.11900448799133301,12385,0,5011,-0.5019096732139587,5736,0,13,-0.10139253735542297
377,4,9314,1,1,0.006986826658248901,9314,1,1,0.11592715978622437,12782,0,2351,-0.45911985635757446,9314,1,1,0.09926766157150269
378,8,9332,1,1,0.3084701895713806,9332,1,1,0.23216331005096436,12125,0,790,-0.30565038323402405,9332,1,1,0.23554158210754395
379,12,9348,1,1,0.027683943510055542,9388,0,30,-0.09938234090805054,14233,0,2281,-0.592154860496521,9388,0,424,-0.34801313281059265
380,12,9357,1,1,0.3593566417694092,9357,1,1,0.02090555429458618,1184,0,1403,-0.3600437045097351,9357,1,1,0.032808005809783936
381,19,9418,1,1,0.2997477948665619,9419,1,1,0.11075663566589355,985,0,859,-0.45284074544906616,9419,1,1,0.1390891671180725
382,24,9435,1,1,0.01755593717098236,13329,0,68,-0.11248724162578583,11045,0,703,-0.2491346299648285,17613,0,290,-0.15718694031238556
383,8,9459,1,1,0.24143517017364502,9472,1,1,0.12492191791534424,12071,0,211,-0.3541494309902191,9472,1,1,0.11158978939056396
384,15,9500,1,1,0.18766841292381287,9500,1,1,0.0858755111694336,8475,0,1477,-0.3478984832763672,9499,1,1,0.009049534797668457
385,3,9570,1,1,0.24510805308818817,9570,1,1,0.20865541696548462,12281,0,6832,-0.6773639917373657,9570,1,1,0.33761051297187805
